Source,ID_Type,ID,Title,Abstract,Authors,Journal,Year,Volume,Issue,Pages,URL,Publication_Type,Study_Type,MeSH_Terms,Keywords,Open_Access,PMC_Link,PDF_Link,Country,Language,Date_Online,Date_Publication,Citations_Scholar,Funding,Conflict_Interest,DOI,Included,Screening_Reason
PubMed,PMID/DOI,31562598,Health Care-Associated Infections in a Neurocritical Care Unit of a Developing Country.,"Health care-associated infections (HAIs) in intensive care units (ICUs) specialized for neurocritical care (neurocritical care units [NCCUs]) are serious yet preventable complications that contribute significantly to morbidity and mortality worldwide. However, reliable data are scarcely available from the developing world. We aimed to analyze the incidence, epidemiology, microbial etiology, and outcomes of HAIs in an NCCU of a tertiary care teaching hospital in a high-income, developing country. In this 3-year retrospective cohort study, all patients admitted to the NCCU at the Ibn Sina Hospital in Kuwait for ≥ 2 calendar days were included. Patient demographics, hospitalization, and details of ICU-acquired infections were evaluated. Patient-related outcomes included hospital and ICU length of stay (LOS) and in-hospital mortality. Among 913 patients with a total of 4921 ICU days, 79 patients had 109 episodes of HAIs. The overall incidence rate and incidence density of HAIs were 11.9/100 patients and 22.1/1000 ICU days, respectively. Multiple episodes of infection were documented in 29% of patients. The most prevalent infections were urinary tract infections (UTIs; 40/109 [37%]), bloodstream infections (30/109 [28%]), and pneumonia (16/109 [15%]). Seventy-six percent of infections were device-associated infections. A total of 158 pathogens were isolated, of which 109 were Gram-negative bacteria. Of the 40 Gram-positive bacteria, 22 were staphylococci. Seven infections were due to Clostridium difficile. There were 15 Staphylococcus aureus isolates, 47% of which were methicillin resistant. Two episodes of UTIs were due to Candida species. There were 84 Enterobacteriaceae isolates, 24% of which were extended-spectrum β-lactamase producers. All Pseudomonas aeruginosa isolates were susceptible to aminoglycosides and carbapenems. Klebsiella species were the most common pathogen (45/158 [28%]), causing pneumonia (11/33 isolates [33%]), bloodstream infections (12/37 isolates [32%]), and UTIs (16/52 isolates [31%]). One episode of bloodstream infection was due to multidrug resistant Acinetobacter baumanii which was susceptible only to colistin. Only pneumonia was independently associated with mortality, while all HAIs that occurred were significantly associated with a prolonged ICU LOS. This is the first HAI surveillance study in an NCCU in Kuwait, and our results demonstrate the burden of HAIs on the neurologically injured patient, regardless of the site of infection. The high prevalence and resistant profile of HAIs in an NCCU in a developing country relative to a developed country has important implications for patient safety and emphasizes the need to strengthen collaboration between NCCU teams and infection control teams to prevent serious complications in this setting.",Abulhasan Yasser B; Abdullah Aneesa A; Shetty Shama A; Ramadan Moustapha A; Yousef Waleed; Mokaddas Eiman M,Neurocritical care,2020.0,32,3,836-846,https://pubmed.ncbi.nlm.nih.gov/31562598/,Journal Article; Observational Study,,"Adult; Bacteremia; Catheter-Related Infections; Central Venous Catheters; Cross Infection; Developing Countries; Female; Healthcare-Associated Pneumonia; Hospital Mortality; Hospital Units; Hospitals, Teaching; Humans; Incidence; Intensive Care Units; Kuwait; Length of Stay; Male; Middle Aged; Nervous System Diseases; Pneumonia, Ventilator-Associated; Proportional Hazards Models; Tertiary Care Centers; Urinary Catheters; Urinary Tract Infections; Ventriculostomy",,,,,,eng,,,,,,,False,"The study focuses on healthcare-associated infections (HAIs) in neurocritical care units with a clinical outcome perspective (mortality, ICU LOS, microbial etiology), not on family members' experiences, needs, or psychological impacts."
PubMed,PMID/DOI,31486026,Review: Post-Intensive Care Syndrome: Unique Challenges in the Neurointensive Care Unit.,"Within the last couple of decades, advances in critical care medicine have led to increased survival of critically ill patients, as well as the discovery of notable, long-term health challenges in survivors and their loved ones. The terms post-intensive care syndrome (PICS) and PICS-family (PICS-F) have been used in non-neurocritical care populations to characterize the cognitive, psychiatric, and physical sequelae associated with critical care hospitalization in survivors and their informal caregivers (e.g., family and friends who provide unpaid care). In this review, we first summarize the literature on the cognitive, psychiatric, and physical correlates of PICS and PICS-F in non-neurocritical patient populations and draw attention to their long-term negative health consequences. Next, keeping in mind the distinction between disease-related neurocognitive changes and those that are associated directly with the experience of a critical illness, we review the neuropsychological sequelae among patients with common neurocritical illnesses. We acknowledge the clinical factors contributing to the difficulty in studying PICS in the neurocritical care patient population, provide recommendations for future lines of research, and encourage collaboration among critical care physicians in all specialties to facilitate continuity of care and to help elucidate mechanism(s) of PICS and PICS-F in all critical illness survivors. Finally, we discuss the importance of early detection of PICS and PICS-F as an opportunity for multidisciplinary interventions to prevent and treat new neuropsychological deficits in the neurocritical care population.",LaBuzetta Jamie Nicole; Rosand Jonathan; Vranceanu Ana-Maria,Neurocritical care,2019.0,31,3,534-545,https://pubmed.ncbi.nlm.nih.gov/31486026/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",,"Activities of Daily Living; Anxiety; Brain Diseases; Brain Edema; Brain Injuries, Traumatic; Caregivers; Cerebral Hemorrhage; Chronic Disease; Cognitive Dysfunction; Critical Care; Critical Illness; Depression; Humans; Muscle Weakness; Muscular Diseases; Neurology; Polyneuropathies; Quality of Life; Status Epilepticus; Stress Disorders, Post-Traumatic; Stroke; Subarachnoid Hemorrhage",,,,,,eng,,,,,,,True,"The paper focuses on neurocritical care populations (Neuro-ICU patients with severe acute brain injuries) and addresses psychological impacts (anxiety, depression, burden) of critical illness on survivors and their caregivers, meeting all inclusion criteria."
PubMed,PMID/DOI,31451253,Evaluation of burden and depression among caregivers of stroke patients: The role of percutaneous endoscopic gastrostomy feeding tube.,"Malnutrition problems are very common after a stroke. Several clinical studies have shown the contribution of percutaneous endoscopic gastrostomy (PEG) feeding after stroke in terms of improving nutritional status and reducing mortality. The aim of this study is to compare the burden and depression among caregivers of ischemic stroke patients fed with PEG and orally. A total of 63 caregivers of patients with acute ischemic stroke who were followed up in the neurointensive care unit with modified Rankin Scale 4 or 5 were recruited in this cross-sectional survey. Clinical data of patients and demographical profile as age, gender, kinship to patient, income, and level of education of caregivers were recorded. On their 3rd-month follow-up visit, Beck Depression Inventory and The Zarit Burden Interview (ZBI) were administered to caregivers to evaluate depressive symptoms and caregiver burden. A semi-structured questionnairre was developed and conducted by the researchers with the caregivers to assess their thoughts of nutrition. Thirty-two caregivers of stroke patients on PEG and 31 caregivers of stroke patients who were fed orally were evaluated. The groups did not differ statistically in terms of demographic variables and depression scores (p > 0.05). However, the mean score of ZBI was significantly higher in the group of caregivers of stroke patients who were fed orally (p = 0.00). Caregivers of stroke patients on PEG had higher scores of caregivers' thoughts of nutrition support therapy questionnairre (p = 0.00). Our findings demonstrate that caregivers of stroke patients report lower burden and higher level of positive thinking with PEG feeding than oral feeding. This suggests that nutritional care could include convenient and practicable methods for caregivers of patients with stroke in order to meet patients' nutritional requirements.",Ertem Devrimsel Harika; Ilik Faik,Clinical nutrition ESPEN,2019.0,33,,154-157,https://pubmed.ncbi.nlm.nih.gov/31451253/,Journal Article,,"Aged; Aged, 80 and over; Caregivers; Cross-Sectional Studies; Depression; Enteral Nutrition; Female; Gastrostomy; Humans; Male; Middle Aged; Nutritional Support; Prospective Studies; Psychiatric Status Rating Scales; Stroke; Surveys and Questionnaires",,,,,,eng,,,,,,,True,"The study focuses on caregivers of stroke patients (a severe acute brain injury), examines their burden and depression (psychological impact), and is conducted in English. It includes qualitative and quantitative measures (ZBI, Beck Depression Inventory) and meets all inclusion criteria."
PubMed,PMID/DOI,31348075,"Management of Severe Bleeding in Patients Treated With Oral Anticoagulants: Proceedings Monograph From the Emergency Medicine Cardiac Research and Education Group-International Multidisciplinary Severe Bleeding Consensus Panel October 20, 2018.","In this Emergency Medicine Cardiac Research and Education Group (EMCREG)-International Proceedings Monograph from the October 20, 2018, EMCREG-International Multidisciplinary Consensus Panel on Management of Severe Bleeding in Patients Treated With Oral Anticoagulants held in Orlando, FL, you will find a detailed discussion regarding the treatment of patients requiring anticoagulation and the reversal of anticoagulation for patients with severe bleeding. For emergency physicians, critical care physicians, hospitalists, cardiologists, internists, surgeons, and family physicians, the current approach and disease indications for treatment with anticoagulants such as coumadin, factor IIa, and factor Xa inhibitors are particularly relevant. When a patient treated with anticoagulants presents to the emergency department, intensive care unit, or operating room with severe, uncontrollable bleeding, achieving rapid, controlled hemostasis is critically important to save the patient's life. This EMCREG-International Proceedings Monograph contains multiple sections reflecting critical input from experts in Emergency Cardiovascular Care, Prehospital Emergency Medical Services, Emergency Medicine Operations, Hematology, Hospital Medicine, Neurocritical Care, Cardiovascular Critical Care, Cardiac Electrophysiology, Cardiology, Trauma and Acute Care Surgery, and Pharmacy. The first section provides a description of the current indications for the treatment of patients using oral anticoagulants including coumadin, the factor IIa (thrombin) inhibitor dabigatran, and factor Xa inhibitors such as apixaban and rivaroxaban. In the remaining sections, the treatment of patients presenting to the hospital with major bleeding becomes the focus. The replacement of blood components including red blood cells, platelets, and clotting factors is the critically important initial treatment for these individuals. Reversing the anticoagulated state is also necessary. For patients treated with coumadin, infusion of vitamin K helps to initiate the process of protein synthesis for the vitamin K-dependent coagulation proteins II, VII, IX, and X and the antithrombotic protein C and protein S. Repletion of clotting factors for the patient with 4-factor prothrombin complex concentrate, which includes factors II (prothrombin), VII, IX, and X and therapeutically effective concentrations of the regulatory proteins (protein C and S), provides real-time ability to slow bleeding. For patients treated with the thrombin inhibitor dabigatran, treatment using the highly specific, antibody-derived idarucizumab has been demonstrated to reverse the hypocoagulable state of the patient to allow blood clotting. In May 2018, andexanet alfa was approved by the US Food and Drug Administration to reverse the factor Xa anticoagulants apixaban and rivaroxaban in patients with major bleeding. Before the availability of this highly specific agent, therapy for patients treated with factor Xa inhibitors presenting with severe bleeding usually included replacement of lost blood components including red blood cells, platelets, and clotting factors and 4-factor prothrombin complex concentrate, or if not available, fresh frozen plasma. The evaluation and treatment of the patient with severe bleeding as a complication of oral anticoagulant therapy are discussed from the viewpoint of the emergency physician, neurocritical and cardiovascular critical care intensivist, hematologist, trauma and acute care surgeon, hospitalist, cardiologist, electrophysiologist, and pharmacist in an approach we hope that the reader will find extremely practical and clinically useful. The clinician learner will also find the discussion of the resumption of oral anticoagulation for the patient with severe bleeding after effective treatment important because returning the patient to an anticoagulated state as soon as feasible and safe prevents thrombotic complications. Finally, an EMCREG-International Severe Bleeding Consensus Panel algorithm for the approach to management of patients with life-threatening oral anticoagulant-associated bleeding is provided for the clinician and can be expanded in size for use in a treatment area such as the emergency department or critical care unit.",Gibler W Brian; Racadio Judy M; Hirsch Amy L; Roat Todd W,Critical pathways in cardiology,2019.0,18,3,143-166,https://pubmed.ncbi.nlm.nih.gov/31348075/,Journal Article; Review,,"Administration, Oral; Anticoagulants; Cardiology; Cardiovascular Diseases; Consensus; Critical Pathways; Emergency Medical Services; Hemorrhage; Humans; Interdisciplinary Communication; Patient Care Management",,,,,,eng,,,,,,,False,"The paper focuses on medical management of severe bleeding in anticoagulant-treated patients, not on family perspectives, psychological impacts, or caregiver experiences. It lacks focus on the inclusion criteria related to family members' perception, satisfaction, anxiety, depression, or burden."
PubMed,PMID/DOI,31286709,Effects of Appointing a Full-Time Neurointensivist to Run a Closed-Type Neurological Intensive Care Unit.,"To investigate whether appointing a full-time neurointensivist to manage a closed-type neurological intensive care unit (NRICU) improves the quality of critical care and patient outcomes. This study included patients admitted to the NRICU at a university hospital in Seoul, Korea. Two time periods were defined according to the presence of a neurointensivist in the preexisting open-type NRICU: the before and after periods. Hospital medical records were queried and compared between these two time periods, as were the biannual satisfaction survey results for the families of patients. Of the 15,210 patients in the neurology department, 2,199 were admitted to the NRICU (<i>n</i>=995 and 1,204 during the before and after periods, respectively; <i>p</i><0.001). The length of stay was shorter during the after than during the before period in both the NRICU (3 vs. 4 days; <i>p</i><0.001) and the hospital overall (12.5 vs. 14.0 days; <i>p</i><0.001). Neurological consultations (2,070 vs. 3,097; <i>p</i><0.001) and intrahospital transfers from general intensive care units to the NRICU (21 vs. 40; <i>p</i>=0.111) increased from the before to after the period. The mean satisfaction scores of the families of the patients also increased, from 78.3 to 89.7. In a Cox proportional hazards model, appointing a neurointensivist did not result in a statistically significant change in 6-month mortality (hazard ratio, 0.82; 95% confidence interval, 0.652-1.031; <i>p</i>=0.089). Appointing a full-time neurointensivist to manage a closed-type NRICU had beneficial effects on quality indicators and patient outcomes.",Ko Myung Ah; Lee Jung Hwa; Kim Joong Goo; Jeong Suyeon; Kang Dong Wha; Lim Chae Man; Lee Sang Ahm; Kim Kwang Kuk; Jeon Sang Beom,"Journal of clinical neurology (Seoul, Korea)",2019.0,15,3,360-368,https://pubmed.ncbi.nlm.nih.gov/31286709/,Journal Article,,,,,,,,eng,,,,,,,True,"The study involves adult patients in a Neurological Intensive Care Unit (NRICU) and assesses family satisfaction, which aligns with the focus on family perspective. It includes quantitative data on patient outcomes and family satisfaction, meets population criteria, and is written in English."
PubMed,PMID/DOI,31239231,Palliative Care and Communication Training in Neurosurgery Residency: Results of a Trainee Survey.,"Neurosurgeons care for critically ill patients near the end of life, yet little is known about how well their training prepares them for this role. We surveyed a random sample of neurosurgery residents to describe the quantity and quality of teaching activities related to serious illness communication and palliative care, and resident attitudes and perceived preparedness to care for seriously ill patients. A previously validated survey instrument was adapted to reflect required communication and palliative care competencies in the 2015 the Accreditation Council for Graduate Medical Education (ACGME) Milestones for Neurological Surgery. The survey was reviewed for content validity by independent faculty neurosurgeons, piloted with graduating neurosurgical residents, and distributed online in August 2016 to neurosurgery residents in the United States using the American Association of Neurological Surgeons (AANS)/Congress of Neurological Surgeons (CNS) Joint Section on Neurotrauma and Critical Care email listserv. Multiple choice and Likert scale responses were analyzed using descriptive statistics. Sixty-two responses were recorded between August 2016 and October 2016. Most respondents reported no explicit teaching on: explaining risks and benefits of intubation and ventilation (69%), formulating prognoses in neurocritical care (60%), or leading family meetings (69%). Compared to performing craniotomies, respondents had less frequent practice leading discussions about withdrawing life-sustaining treatment (61% vs. 90%, p < 0.01, ""weekly or more frequently""), and were less often observed (18% vs. 87%, p < 0.01) and given feedback on their performance (11% vs. 58%, p < 0.01). Nearly all respondents (95%) felt ""prepared to discuss withdrawing life-sustaining treatments,"" however half (48%) reported they ""would benefit from more communication training during residency."" Most (87%) reported moral distress, agreeing that they ""participated in operations and worried whether surgery aligned with patient goals."" Residents in our sample reported limited formal training, and relatively less observation and feedback, on required ACGME competencies in palliative care and communication. Most reported preparedness in this domain, but many were receptive to more training. Better quality and more consistent palliative care education in neurosurgery residency could improve competency and help ensure that neurosurgical care aligns with patient goals.",Miranda Stephen P; Schaefer Kristen G; Vates G Edward; Gormley William B; Buss Mary K,Journal of surgical education,2019.0,76,6,1691-1702,https://pubmed.ncbi.nlm.nih.gov/31239231/,Journal Article,,Adult; Communication; Female; Health Care Surveys; Humans; Internship and Residency; Male; Neurosurgery; Palliative Care,,,,,,eng,,,,,,,False,"The study focuses on neurosurgery residents' training and preparedness, not family members' experiences, psychological impact, or perspectives. It does not meet the inclusion criteria for focus on family/caregiver perspectives."
PubMed,PMID/DOI,30560240,Dying in the Intensive Care Unit: A Candle Vigil Using Illustrations.,"With death and dying in intensive care units, there should be bereavement support for families. We propose placing an illustration of a candle on the door of an unresponsive dying patient, with additional illustrations of votive candles at the nurses' station opposite to the door as a neutral way of identifying these rooms with patients who transitioned to comfort care or who have died. The candle illustrations encourage staff members to modify their words, silence themselves, and reflect. After a 1-year tryout in the neurointensive care unit with a strong positive experience for staff and families, it can be perceived as a symbol of tranquility.",Johnson Elizabeth K N; Wijdicks Eelco F M,"Mayo Clinic proceedings. Innovations, quality & outcomes",2018.0,2,4,378-381,https://pubmed.ncbi.nlm.nih.gov/30560240/,Journal Article,,,,,,,,eng,,,,,,,True,"The paper focuses on family/family caregivers' experience with bereavement support in Neuro-ICU, addressing psychological impacts (anxiety, burden) through a symbolic intervention. Population is adult patients in Neuro-ICU, language is English, and study type aligns with qualitative focus."
PubMed,PMID/DOI,30516607,End-of-life Considerations and Shared Decision Making in Neurocritical Care.,"The goal of shared decision making in the neurocritical care setting is to form plans of care that are consistent with best medical practice and are respectful of the patient's values. Close cooperation and meaningful interaction must be achieved with family members so that the patient's ""person can emerge"" through discussions. This article highlights several caveats that can subvert this complex process, including the cognitive biases that affect both clinicians and surrogates. Impact, optimism, and gain-framing biases may be particularly relevant when considering patients who are receiving neurocritical care. Practitioners need to be cognizant of the distorting influences of these biases and make attempts to neutralize them. Quality of survival and the nature and degree of deficits are often the dominant concerns after patients experience acute severe brain injuries. Care should be taken to avoid conflating medical facts and value judgments when discussing prognoses.",Lazaridis Christos,"Continuum (Minneapolis, Minn.)",2018.0,24,6,1794-1799,https://pubmed.ncbi.nlm.nih.gov/30516607/,Case Reports; Journal Article,,"Brain Injuries, Traumatic; Decision Making; Female; Humans; Middle Aged; Terminal Care",,,,,,eng,,,,,,,True,"The paper addresses shared decision-making in neurocritical care involving family members, focusing on their role in shaping care plans and navigating cognitive biases. It aligns with inclusion criteria for adult Neuro-ICU patients and family perspectives, while avoiding exclusionary factors like pediatric populations or purely clinical outcomes."
PubMed,PMID/DOI,30342324,External validation of the epidemiology-based mortality score in status epilepticus in an American intensive care population.,"Although overall mortality of status epilepticus is high, baseline patient characteristics and co-morbidities may be helpful to predict outcomes and shape treatment decisions. Two previously published scoring systems exist to predict outcomes: the Status Epilepticus Severity Score (STESS) and the Epidemiology-based Mortality Score in Status Epilepticus (EMSE). However, a comparison of the two scores has not previously been completed in an American intensive care unit. We hypothesize that both scores will adequately predict the primary outcome of in-hospital death, but that the EMSE may more accurately predict functional outcomes, and significantly impact treatment decisions for both clinicians and families. We performed a retrospective analysis of all cases of status epilepticus admitted to the Neuro-Critical Care Unit (NCCU) at the Ohio State University Wexner Medical Center from 6/1/2014 - 8/31/2015. We collected data on age, comorbidities, EEG findings, and seizure history. The primary outcome measured was in-hospital death; secondary outcomes included length of stay in the NCCU, placement of a tracheostomy and/or a percutaneous endoscopic gastrostomy upon discharge, and discharge location were used as surrogate markers for outcome severity. A sensitivity and specificity analysis was carried out, in addition to a student's t-test for a comparison of the two scores. ANOVA was completed to compare secondary outcomes RESULTS: Forty-six patients were admitted to the NCCU for management of status epilepticus during June 2014 and January 2016, thirteen of which experienced in-hospital death. The median age of the sample was 60, with approximately half of the sample (52.63%) having 3 or more comorbidities. The sensitivity of both EMSE and STESS were very high (100% and 90% respectively); however, the specificities were very low (28.6% and 42.9% respectively). A student's t-test between those who experienced in-hospital death and those who did not was only significant for EMSE at the p < 0.1 level (p = 0.055). Additionally, mean EMSE scores but not STESS scores, were significantly higher (p < 0.001) for those patients who were discharged to skilled nursing facilities or with hospice than compared to those who were discharged to home or to acute inpatient rehabilitation. The EMSE and STESS may be useful to predict outcomes of status epilepticus in populations with few comorbid conditions, but are less helpful when patients have multiple medical problems. Secondly, while neither score may be specific enough to differentiate for the primary outcome of death, their utility may be helpful to predict secondary outcomes that strongly affect clinical decisions. Based on these results, we believe a prospective trial of EMSE and STESS should be carried out to obtain more information on their utility, especially in American patients who may have more relevant comorbidities than in other countries.",Yechoor Nirupama; Adeli Amir; Hafeez Shaheryar,Epilepsy research,2018.0,148,,32-36,https://pubmed.ncbi.nlm.nih.gov/30342324/,Comparative Study; Journal Article; Validation Study,,Aged; Critical Care; Female; Hospital Mortality; Humans; Intensive Care Units; Male; Middle Aged; Ohio; Prognosis; Retrospective Studies; Sensitivity and Specificity; Severity of Illness Index; Status Epilepticus,,,,,,eng,,,,,,,False,"The paper focuses on clinical outcomes (mortality, comorbidities, treatment decisions) without addressing family members' perceptions, experiences, or psychological impacts. It excludes family perspective as per inclusion criteria."
PubMed,PMID/DOI,30288437,Should We Use the IMPACT-Model for the Outcome Prognostication of TBI Patients? A Qualitative Study Assessing Physicians' Perceptions.,"<b>Introduction.</b> Shared Decision-Making may facilitate information exchange, deliberation, and effective decision-making, but no decision aids currently exist for difficult decisions in neurocritical care patients. The International Patient Decision Aid Standards, a framework for the creation of high-quality decision aids (DA), recommends the presentation of numeric outcome and risk estimates. Efforts are underway to create a goals-of-care DA in critically-ill traumatic brain injury (ciTBI) patients. To inform its content, we examined physicians' perceptions, and use of the IMPACT-model, the most widely validated ciTBI outcome model, and explored physicians' preferences for communicating prognostic information towards families. <b>Methods.</b> We conducted a qualitative study using semi-structured interviews in 20 attending physicians (neurosurgery,neurocritical care,trauma,palliative care) at 7 U.S. academic medical centers. We used performed qualitative content analysis of transcribed interviews to identify major themes. <b>Results.</b> Only 12 physicians (60%) expressed awareness of the IMPACT-model; two stated that they ""barely"" knew the model. Seven physicians indicated using the model at least some of the time in clinical practice, although none used it exclusively to derive a patient's prognosis. Four major themes emerged: the IMPACT-model is intended for research but should not be applied to individual patients; mistrust in the IMPACT-model derivation data; the IMPACT-model is helpful in reducing prognostic variability among physicians; concern that statistical models may mislead families about a patient's prognosis. <b>Discussion:</b> Our study identified significant variability of the awareness, perception, and use of the IMPACT-model among physicians. While many physicians prefer to avoid conveying numeric prognostic estimates with families using the IMPACT-model, several physicians thought that they ""ground"" them and reduce prognostic variability among physicians. These findings may factor into the creation and implementation of future ciTBI-related DAs.",Moskowitz Jesse; Quinn Thomas; Khan Muhammad W; Shutter Lori; Goldberg Robert; Col Nananda; Mazor Kathleen M; Muehlschlegel Susanne,MDM policy & practice,2018.0,3,1,2381468318757987,https://pubmed.ncbi.nlm.nih.gov/30288437/,Journal Article,,,,,,,,eng,,,,,,,False,"The study focuses on physicians' perceptions of the IMPACT-model, not family members' experiences or perspectives. It does not meet the inclusion criterion for focus (family perspective)."
PubMed,PMID/DOI,29369057,Clinical Epidemiology of Adults With Moderate Traumatic Brain Injury.,"To characterize admission patterns, treatments, and outcomes among patients with moderate traumatic brain injury. Retrospective cohort study. National Trauma Data Bank. Adults (age > 18 yr) with moderate traumatic brain injury (International Classification of Diseases, Ninth revision codes and admission Glasgow Coma Scale score of 9-13) in the National Trauma Data Bank between 2007 and 2014. None. Demographics, mechanism of injury, hospital course, and facility characteristics were examined. Admission characteristics associated with discharge outcomes were analyzed using multivariable Poisson regression models. Of 114,066 patients, most were white (62%), male (69%), and had median admission Glasgow Coma Scale score of 12 (interquartile range, 10-13). Seventy-seven percent had isolated traumatic brain injury. Concussion, which accounted for 25% of moderate traumatic brain injury, was the most frequent traumatic brain injury diagnosis. Fourteen percent received mechanical ventilation, and 66% were admitted to ICU. Over 50% received care at a community hospital. Seven percent died, and 32% had a poor outcome, including those with Glasgow Coma Scale score of 13. Compared with patients 18-44 years, patients 45-64 years were twice as likely (adjusted relative risk, 1.97; 95% CI, 1.92-2.02) and patients over 80 years were five times as likely (adjusted relative risk, 4.66; 95% CI, 4.55-4.76) to have a poor outcome. Patients with a poor discharge outcome were more likely to have had hypotension at admission (adjusted relative risk, 1.10; 95% CI, 1.06-1.14), lower admission Glasgow Coma Scale (adjusted relative risk, 1.37; 95% CI, 1.34-1.40), higher Injury Severity Score (adjusted relative risk, 2.97; 95% CI, 2.86-3.09), and polytrauma (adjusted relative risk, 1.05; 95% CI, 1.02-1.07), compared with those without poor discharge outcomes. Many patients with moderate traumatic brain injury deteriorate, require neurocritical care, and experience poor outcomes. Optimization of care and outcomes for this vulnerable group of patients are urgently needed.",Watanitanon Arraya; Lyons Vivian H; Lele Abhijit V; Krishnamoorthy Vijay; Chaikittisilpa Nophanan; Chandee Theerada; Vavilala Monica S,Critical care medicine,2018.0,46,5,781-787,https://pubmed.ncbi.nlm.nih.gov/29369057/,Journal Article,,"Adolescent; Adult; Age Factors; Aged; Aged, 80 and over; Brain Injuries, Traumatic; Databases, Factual; Female; Glasgow Coma Scale; Hospitalization; Humans; Male; Middle Aged; Poisson Distribution; Retrospective Studies; Sex Factors; Treatment Outcome; Young Adult",,,,,,eng,,,,,,,False,"The study focuses on clinical outcomes (mortality, ICU admission, Glasgow Coma Scale) and demographic data for patients with moderate TBI, without addressing family members' psychological experiences, needs, or perspectives as required by inclusion criteria."
PubMed,PMID/DOI,29119023,Improvement in Quality Metrics Outcomes and Patient and Family Satisfaction in a Neurosciences Intensive Care Unit after Creation of a Dedicated Neurocritical Care Team.,"Dedicated neurointensivists have been shown to improve outcome measurements in the neurosciences intensive care unit (NSICU). Quality outcome data in relation to patient and family satisfaction is lacking. This study evaluated the impact of newly appointed neurointensivists and creation of a neurocritical care team on quality outcome measures including patient satisfaction in a NSICU. This is a retrospective study of data over 36 months from a 14-bed NSICU evaluating quality outcome measures and anonymous patient satisfaction questionnaires before and after neurointensivists appointment. After appointment of neurointensivists, patient acuity of the NSICU increased by 33.4% while LOS decreased by 3.5%. There was a decrease in neurosciences mortality (35.8%), catheter-associated urinary tract infection (50%), central line associated bloodstream infection (100%), and ventilator-associated pneumonia (50%). During the same time, patient satisfaction increased by 28.3% on physicians/nurses consistency (<i>p</i> = 0.025), by 69.5% in confidence/trust in physicians (<i>p</i> < 0.0001), by 78.3% on physicians treated me with courtesy/respect (<i>p</i> < 0.0001), and by 46.4% on physicians' attentiveness (<i>p</i> < 0.0001). Ultimately, patients recommending the hospital to others increased by 67.5% (<i>p</i> < 0.0001). Dedicated neurointensivists and the subsequent development of a neurocritical care team positively impacted quality outcome metrics, particularly significantly improving patient satisfaction.",Sarpong Yaw; Nattanmai Premkumar; Schelp Ginger; Bell Robert; Premkumar Keerthivaas; Stapleton Erin; McCormick Ashley; Newey Christopher R,Critical care research and practice,2017.0,2017,,6394105,https://pubmed.ncbi.nlm.nih.gov/29119023/,Journal Article,,,,,,,,eng,,,,,,,True,"The study involves adult patients in a Neurosciences Intensive Care Unit (NSICU) and examines patient and family satisfaction, meeting inclusion criteria for population, focus, and study type. Exclusion criteria are not met as it includes family perspectives and is not a case report/editorial."
PubMed,PMID/DOI,29033252,Impact of prior ICU experience on ICU patient family members' psychological distress: A descriptive study.,"To determine if current levels of anxiety, depression and acute stress disorder symptoms differ significantly among family members of intensive-care-unit patients depending upon previous intensive-care experience. This study used a prospective, descriptive study design. Family members (N=127) from patients admitted within a 72-hour timeframe to the medical, surgical, cardiac and neurological intensive care units were recruited from waiting rooms at a medium-sized community hospital in the Southeastern United States. Participants completed the Hospital Anxiety and Depression Scale, the Impact of Events Scale-Revised, the Acute Stress Disorder Scale and a demographic questionnaire. A multivariate analysis revealed that family members of intensive-care-unit patients with a prior intensive-care experience within the past two years (n=56) were significantly more likely to report anxiety, depression and acute stress symptoms, Λ=0.92, F [4122]=2.70, p=0.034, partial η<sup>2</sup>=0.08, observed power=0.74. Results of this study show that family members' psychological distress is higher with previous familial or personal intensive-care experience. Nurses need to assess for psychological distress in ICU family members and identify those who could benefit from additional support services provided in collaboration with multidisciplinary support professionals.",Lewis Chrystal L; Taylor Jessica Z,Intensive & critical care nursing,2017.0,43,,129-135,https://pubmed.ncbi.nlm.nih.gov/29033252/,Journal Article,,"Adaptation, Psychological; Adult; Anxiety; Depression; Family; Female; Humans; Intensive Care Units; Life Change Events; Male; Middle Aged; Prospective Studies; Psychometrics; Southeastern United States; Stress Disorders, Post-Traumatic; Stress, Psychological; Surveys and Questionnaires",,,,,,eng,,,,,,,True,"The study examines family members of ICU patients (including neurological ICUs) focusing on psychological distress (anxiety, depression), meeting inclusion criteria for population, focus, and study type. Exclusion criteria (pediatric patients, purely clinical outcomes) are not met."
